A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	0	1	1	#	1	0.09427983790356755	0.6235679214402619	1	154.55757284417996	4985	108	0.5	154.55757284417996	381	611
1	#	1	#	#	#	0	0.03137838930931757	0.5004101722723544	2	165.14065971273118	4980	109	0.3333333333333333	11769.95152354297	610	1219
0	#	#	0	1	#	0	0.2405482791448582	0.7520391517128875	5	167.37367037980263	4977	111	0.5	9725.595637146258	461	613
0	#	0	#	0	0	0	0.2373046875	0.75	3	188.12560489754276	4957	127	0.6666666666666666	564.3768146926283	228	304
1	#	#	#	#	#	0	0.03118577889553884	0.4997943233237351	1	164.9413674946967	4998	136	0.16666666666666666	2895.553100417235	1215	2431
1	#	1	#	0	#	0	0.23665382478883001	0.7495881383855024	4	156.26872028677474	4980	136	0.5	625.074881147099	455	607
#	0	#	1	0	#	0	0.23795914018424638	0.7504132231404959	6	165.77880217560073	4957	148	0.5	14022.337688162139	454	605
0	#	0	#	0	1	0	0.23469696901276463	0.7483443708609272	1	161.57166157335686	4886	150	0.6666666666666666	161.57166157335686	226	302
#	#	#	1	#	#	1	0.09532804639641126	0.6249483684427922	4	155.20797941082725	4989	152	0.16666666666666666	14564.804157588751	1513	2421
#	#	#	#	#	1	1	0.09497367729994637	0.6244830438378826	4	151.07985642670252	4974	155	0.16666666666666666	14230.3180522464	1510	2418
#	1	#	0	#	#	0	0.23697827119799725	0.749793559042114	9	175.04663240093356	4975	162	0.3333333333333333	33261.14823634806	908	1211
#	#	#	0	1	0	0	0.0964759750600375	0.6264462809917355	1	174.75747890911364	4975	162	0.5	173.44684863639205	379	605
1	#	#	1	#	1	1	0.23533699780845443	0.7487520798668885	2	160.823166432201	4890	170	0.5	321.646332864402	450	601
#	#	#	1	0	#	0	0.03086292798446118	0.4987551867219917	1	153.06184307545828	4957	173	0.3333333333333333	2772.816486781085	601	1205
1	#	0	#	#	0	0	0.23862158042165266	0.7508305647840532	3	171.0875813805313	4998	187	0.5	506.5784301769924	452	602
0	#	#	#	#	#	1	0.0313802081528647	0.5004159733777038	1	160.17980575663677	4990	190	0.16666666666666666	2853.9296088518818	1203	2404
#	#	#	0	1	#	0	0.03164423386813022	0.501255230125523	2	167.8675829274886	4977	226	0.3333333333333333	11698.093244494168	599	1195
#	0	#	#	0	1	0	0.23797239863508846	0.7504215851602024	2	154.37865415642597	4948	237	0.5	308.75730831285193	445	593
#	0	#	1	0	1	0	0.2373046875	0.75	2	161.5773153198357	4948	237	0.6666666666666666	323.1546306396714	222	296
#	#	#	#	0	#	1	0.007368816560625513	0.3745239102835379	1	160.6585850980119	4990	270	0.16666666666666666	12189.82601797149	885	2363
0	#	#	1	#	#	1	0.23563212095730626	0.7489397794741306	13	158.61042290339793	4989	274	0.3333333333333333	63602.65570803429	883	1179
#	#	0	1	#	#	1	0.03138297853117804	0.5004248088360238	1	151.10724903573723	4985	294	0.3333333333333333	2692.0458601035807	589	1177
1	#	#	0	#	0	0	0.2393329208895431	0.7512776831345827	4	178.02050024307604	4998	296	0.5	710.1025012153802	441	587
#	#	#	#	1	1	1	0.234953824627469	0.7485080988917306	4	163.41658273617372	4974	302	0.3333333333333333	653.6663309446949	878	1173
#	#	#	1	1	#	1	0.23798154013341571	0.7504273504273504	8	166.2568621081328	4985	311	0.3333333333333333	24998.134316506923	878	1170
1	0	#	#	0	#	0	1.0	1.0	35	165.3202939329343	4998	323	0.5	113227.93111843962	585	585
1	#	#	1	1	#	1	0.23866693815262766	0.7508591065292096	8	167.453636040907	4985	339	0.5	25105.773655723267	437	582
#	#	#	1	1	1	1	0.5103872642524043	0.8741379310344828	9	185.0465993657602	4944	339	0.5	1665.4193942918416	507	580
1	0	#	0	#	#	1	0.030982907550520807	0.49914236706689535	1	162.68052932280065	4900	348	0.5	2935.6530029858845	291	583
#	#	1	0	#	#	1	0.03084902156888725	0.49871023215821153	1	153.25017687321628	4990	348	0.3333333333333333	2777.479772655829	580	1163
0	0	0	#	#	#	1	0.0	0.0	1	168.7197499617781	376	376	0.5	9433.1608019148	0	576
0	1	#	#	#	#	0	0.03125	0.5	1	167.9533878338164	4975	395	0.3333333333333333	3004.9002609767576	575	1150
0	#	1	#	1	1	1	0.2345517627009267	0.7482517482517482	1	168.37965100462756	4944	400	0.6666666666666666	168.37965100462756	214	286
#	#	#	0	#	0	0	0.23834095093351687	0.7506538796861377	4	178.41163847387514	4998	418	0.3333333333333333	712.0581923693757	861	1147
1	#	#	0	#	#	1	0.030978262520522132	0.49912739965095987	3	167.41349327720226	4974	420	0.3333333333333333	26566.300845780286	572	1146
0	#	0	1	#	#	1	0.031524602880511565	0.500875656742557	2	154.25554244870926	4972	428	0.5	10943.152685227155	286	571
1	#	#	#	0	#	0	0.23800059519641134	0.7504393673110721	10	160.16329283320877	4998	443	0.3333333333333333	37624.97849691016	854	1138
#	#	1	1	0	#	1	0.09587130916380687	0.6256590509666081	2	154.91031324174932	4989	445	0.5	3613.624151273052	356	569
#	#	#	0	1	#	1	0.03125	0.5	2	167.8675829274886	4974	449	0.3333333333333333	11744.657496917474	569	1138
1	#	#	#	#	1	1	0.23661040860953036	0.7495606326889279	12	154.4889404899919	4974	449	0.3333333333333333	52567.50392958995	853	1138
0	#	#	1	1	1	1	0.2345128987424522	0.74822695035461	3	181.87571882048087	4944	464	0.6666666666666666	545.6271564614426	211	282
#	#	1	1	1	#	1	0.5161592986198362	0.8761061946902655	6	188.858077558011	4952	464	0.5	1133.1484653480659	495	565
0	#	#	0	0	1	0	0.23871553184279057	0.7508896797153025	4	156.43580373887596	4886	465	0.6666666666666666	625.7432149555038	211	281
1	#	#	0	#	1	1	0.23521206664737293	0.7486725663716814	3	154.0384508507125	4974	489	0.5	462.11535255213755	423	565
#	1	#	0	#	0	0	1.0	1.0	29	188.81761832870714	4975	511	0.5	89819.52422377857	561	561
0	#	#	#	0	1	0	0.030971481278752506	0.4991055456171735	1	155.79270749611456	4886	523	0.5	2812.3959414749743	279	559
#	#	1	0	1	#	1	0.09485671825832799	0.6243291592128801	2	163.4731382355348	4974	533	0.5	3854.1588523261607	349	559
#	#	#	1	1	0	1	0.09570974080617646	0.6254480286738351	2	161.13691247235994	4985	536	0.5	3765.218671816078	349	558
#	0	1	#	0	#	0	0.03125	0.5	1	146.0205862213953	4980	579	0.5	2612.494474233551	276	552
0	#	0	#	#	#	0	0.2373046875	0.75	13	168.31451305504106	4977	605	0.3333333333333333	67018.27839052041	825	1100
0	#	1	#	#	#	1	0.23803127816073233	0.7504587155963303	5	157.56666983849476	4990	638	0.3333333333333333	9252.554479171647	818	1090
0	#	#	0	0	0	0	0.2373046875	0.75	2	175.16139757519488	4927	639	0.6666666666666666	350.32279515038977	204	272
1	0	#	#	#	#	0	0.0316868524906934	0.5013901760889713	2	162.64186005647574	4998	679	0.3333333333333333	11479.012696651771	541	1079
0	#	0	#	1	#	0	0.24024887835916706	0.7518518518518519	4	169.75926252881555	4977	689	0.5	679.0370501152622	406	540
#	0	1	0	#	#	1	0.23582707885020218	0.7490636704119851	3	147.30013544462048	4990	725	0.5	441.90040633386144	400	534
1	1	#	#	0	#	1	0.031839606006612654	0.50187265917603	1	149.6500056886072	4955	727	0.5	2627.8487629883302	268	534
1	1	#	#	#	#	1	0.03110356164492098	0.49953051643192486	3	163.12013175512993	4974	736	0.3333333333333333	25586.338999448555	532	1065
#	0	#	1	1	#	1	0.23656078624404758	0.7495291902071564	4	164.85228121929498	4985	742	0.5	659.4091248771799	398	531
#	#	#	#	1	#	1	0.0941629749152445	0.6234132581100141	4	166.52644908786252	4985	748	0.16666666666666666	15463.881542134313	1326	2127
1	#	0	#	#	#	0	0.03125	0.5	1	164.66602355316795	4998	755	0.3333333333333333	2891.0977671492624	531	1062
#	0	#	0	#	0	0	0.0315453665190101	0.5009416195856874	1	163.6758737257897	4998	756	0.5	2900.951077159184	266	531
#	0	1	#	#	#	1	0.2369314496256682	0.7497639282341831	8	154.33520423892756	4990	766	0.3333333333333333	23308.459866047968	794	1059
0	#	0	0	#	#	0	1.0	1.0	31	185.7903093692365	4977	767	0.5	99824.64171586739	528	528
1	1	#	#	#	#	0	0.0311021762349739	0.4995260663507109	2	163.12013175512993	4962	777	0.3333333333333333	11480.21408252065	527	1055
#	#	0	1	1	1	1	0.2373046875	0.75	1	170.17048652646048	4819	806	0.6666666666666666	170.17048652646048	195	260
#	#	0	1	0	#	0	0.09426789576530518	0.6235521235521235	2	154.8017511585088	4957	861	0.5	3672.5131725514984	323	518
1	#	#	#	0	1	1	0.030948942515912	0.4990328820116054	1	141.48618823420145	4955	864	0.5	2555.9923324300034	258	517
1	#	#	0	1	#	1	0.2373046875	0.75	5	168.60798177161288	4974	868	0.5	9669.239593295666	387	516
#	0	#	#	0	#	0	0.23615384249554686	0.749271137026239	12	161.458140980016	4998	877	0.3333333333333333	55045.10924101385	771	1029
1	#	#	#	1	1	1	1.0	1.0	22	173.77935755957162	4974	897	0.5	47025.656104491536	513	513
0	1	#	0	#	#	0	1.0	1.0	36	177.06229130768241	4975	907	0.5	128298.74142452459	511	511
0	#	#	0	0	#	0	0.23653170871907578	0.7495107632093934	2	170.15867127518783	4927	907	0.5	340.31734255037566	383	511
1	#	0	1	#	0	0	0.2373046875	0.75	2	159.581112922282	4903	955	0.6666666666666666	319.162225844564	189	252
#	#	1	#	#	#	1	0.09541467598312413	0.6250619118375433	2	156.73638602370224	4990	958	0.16666666666666666	3673.7191726760952	1262	2019
1	#	#	1	0	#	0	0.23573313881042518	0.749003984063745	4	155.69112638722905	4948	980	0.5	622.7645055489162	376	502
0	0	#	#	0	0	0	0.030632430555994714	0.49800796812749004	2	161.00550612455862	4957	989	0.6666666666666666	11754.67366556357	125	251
1	#	1	#	#	#	1	0.03062874747495806	0.49799599198396793	2	165.14065971273118	4974	992	0.3333333333333333	12058.022332107541	497	998
1	#	#	#	#	0	0	0.23650675719570646	0.7494949494949495	9	170.48729146279206	4998	1033	0.3333333333333333	32244.675570103598	742	990
1	1	#	#	1	#	0	0.03093561624048281	0.498989898989899	2	174.0048158516226	4962	1033	0.5	12598.381921895241	247	495
#	0	#	0	1	#	1	0.23570775731912577	0.7489878542510121	5	159.08851063379876	4900	1052	0.5	9434.00850779169	370	494
0	0	#	#	#	#	0	0.030932421336507296	0.4989795918367347	5	158.53012627725116	4977	1077	0.3333333333333333	71635.65094702446	489	980
#	0	0	1	#	#	0	0.2348881629707487	0.7484662576687117	2	162.74429598868798	4957	1077	0.5	325.48859197737596	366	489
0	#	0	#	#	0	0	0.23569475662651773	0.7489795918367347	1	180.41577751059157	4957	1080	0.5	180.41577751059157	367	490
#	#	0	0	#	#	0	0.23608774295150023	0.7492291880781089	1	175.1208551909383	4998	1110	0.3333333333333333	173.90106898867288	729	973
0	0	1	#	#	#	1	1.0	1.0	25	152.25706831939243	4990	1150	0.5	53204.55255721133	482	482
1	#	#	#	1	#	1	0.2364835648017104	0.7494802494802495	13	165.0113435977957	4985	1153	0.3333333333333333	64099.78091796669	721	962
#	#	0	#	#	0	0	0.2373046875	0.75	4	176.5919579262326	4998	1159	0.3333333333333333	702.959789631163	720	960
0	#	1	1	#	#	1	1.0	1.0	29	171.2635048070677	4989	1162	0.5	86178.44458870467	479	479
#	1	#	1	#	#	1	0.23647320728269036	0.7494736842105263	9	156.77437163513687	4989	1196	0.3333333333333333	30024.062845819164	712	950
#	#	1	#	#	1	1	0.23519719919186724	0.7486631016042781	5	156.76226649656033	4974	1243	0.3333333333333333	9316.240931302635	700	935
1	#	#	0	#	#	0	0.031416755224133376	0.5005324813631523	1	167.41349327720226	4998	1250	0.3333333333333333	2938.943695461921	470	939
#	1	#	#	1	0	0	0.23562644326641038	0.7489361702127659	2	179.23766712182027	4975	1250	0.5	358.0941678045507	352	470
#	0	#	1	1	1	1	0.2373046875	0.75	3	183.74643892590709	4944	1254	0.6666666666666666	551.2393167777212	174	232
0	#	#	#	1	#	0	0.031923466621486096	0.5021367521367521	1	170.79666245326476	4977	1263	0.3333333333333333	2991.304666182179	470	936
0	#	1	#	1	#	1	0.23559746662675993	0.7489177489177489	1	169.49642131821946	4944	1296	0.5	169.49642131821946	346	462
#	1	0	0	#	#	0	0.23559746662675993	0.7489177489177489	1	176.62253193373266	4927	1297	0.5	175.7781649171658	346	462
1	#	0	#	0	#	0	0.23474202592848975	0.7483731019522777	1	161.65538990002477	4998	1319	0.5	161.65538990002477	345	461
1	#	0	0	1	#	1	0.23388536880647912	0.7478260869565218	4	163.89663026739998	4929	1345	0.6666666666666666	639.4831513369999	172	230
#	1	#	#	#	0	0	0.23687085820567927	0.7497255762897914	13	177.67652030060523	4975	1353	0.3333333333333333	70773.55355462086	683	911
1	#	1	1	1	#	1	0.24082546701511512	0.7522123893805309	2	189.9305460733438	4952	1368	0.6666666666666666	379.8610921466876	170	226
0	#	0	1	1	#	0	0.03125	0.5	1	158.5599863648065	4901	1397	0.6666666666666666	2836.840331434782	112	224
1	#	0	1	1	#	1	0.2373046875	0.75	2	156.9170053785012	4985	1401	0.6666666666666666	313.8340107570024	168	224
#	1	#	#	0	#	0	0.031075808683914984	0.4994413407821229	1	160.1912703622854	4927	1419	0.3333333333333333	2882.0912105070433	447	895
0	#	1	0	#	1	0	0.03055558329735004	0.4977578475336323	1	136.88025995869617	4914	1419	0.6666666666666666	2504.6183448185106	111	223
#	#	0	#	0	0	0	0.5112681533492794	0.874439461883408	5	185.52764841117698	4998	1437	0.5	927.6382420558849	390	446
#	#	#	#	#	0	0	0.09504676134729712	0.6245791245791246	4	171.6840026796828	4998	1442	0.16666666666666666	15989.895228625473	1113	1782
#	#	#	#	0	0	0	0.23465029936964768	0.748314606741573	4	170.988338462602	4998	1447	0.3333333333333333	683.953353850408	666	890
1	1	#	#	#	0	0	1.0	1.0	28	172.87531803264116	4962	1481	0.5	74996.76519230749	439	439
#	#	1	1	1	1	1	1.0	1.0	8	209.5187899383481	4944	1488	0.6666666666666666	1676.1503195067849	218	218
0	0	#	#	0	#	0	0.03160919162754975	0.5011441647597255	1	160.40552468856762	4957	1494	0.5	2837.2476658216124	219	437
1	0	1	1	#	#	1	0.03125	0.5	1	170.62572469830042	4952	1496	0.6666666666666666	3052.7117749037725	109	218
1	#	0	#	0	1	0	0.030529984854271264	0.49767441860465117	1	138.66624025736755	4948	1556	0.6666666666666666	2539.425440534165	107	215
1	0	#	#	1	#	1	1.0	1.0	29	160.11126605144648	4985	1572	0.5	75285.12953879077	427	427
#	0	#	#	#	#	1	0.03134196579864646	0.5002939447383892	1	160.38773762773022	4990	1598	0.16666666666666666	2861.1211227919753	851	1701
0	1	0	#	#	#	0	0.030882357036043084	0.4988179669030733	1	168.647036825857	4927	1617	0.5	3053.2304844549944	211	423
0	0	#	#	#	#	1	0.030516464645079823	0.4976303317535545	2	158.53012627725116	4990	1621	0.3333333333333333	11617.933668685797	420	844
#	0	0	#	1	#	0	0.03125	0.5	2	156.16620747840577	4977	1649	0.5	11176.050299668406	210	420
#	#	0	#	#	#	0	0.09485427554153984	0.6243259436788496	3	168.21788919732217	4998	1663	0.16666666666666666	8783.359133391388	1042	1669
#	0	1	1	1	1	1	1.0	1.0	1	209.57921976392106	4944	1680	0.8333333333333334	209.57921976392106	103	103
0	1	#	#	#	#	1	0.030873498374599205	0.49878934624697335	1	167.9533878338164	4989	1708	0.3333333333333333	3041.5449527670417	412	826
#	0	0	#	0	0	0	1.0	1.0	2	192.38234319809808	4998	1757	0.6666666666666666	384.76468639619617	203	203
#	#	#	#	0	1	1	0.03125	0.5	2	143.53197556515198	4955	1819	0.3333333333333333	10271.880225744284	396	792
1	#	1	#	#	1	1	0.23433098214220907	0.7481108312342569	1	162.6238669132117	4974	1819	0.5	162.6238669132117	297	397
#	0	0	#	0	#	0	1.0	1.0	24	179.08456887902474	4998	1831	0.5	57672.923092752026	394	394
0	0	#	1	1	#	0	0.030464864277039455	0.49746192893401014	1	168.94576792206206	4901	1845	0.6666666666666666	3100.554603887402	98	197
0	#	#	#	#	1	0	0.03125	0.5	1	156.29909037787493	4977	1867	0.3333333333333333	2796.390019423844	391	782
#	0	0	1	0	#	0	1.0	1.0	4	180.96267354559603	4957	1885	0.6666666666666666	723.8506941823841	194	194
1	1	#	#	#	1	1	1.0	1.0	31	154.23266768345488	4974	1897	0.5	82868.80432383121	387	387
#	1	1	1	#	#	1	0.23833376092265937	0.7506493506493507	1	173.16273008569866	4989	1911	0.5	173.16273008569866	289	385
#	1	#	1	#	0	0	0.03084416135591441	0.49869451697127937	1	162.64248850583604	4937	1929	0.5	2948.1688878687996	191	383
#	0	0	#	#	#	0	0.23627382595147145	0.7493472584856397	5	165.33424553670812	4998	1942	0.3333333333333333	9780.893437991781	574	766
1	0	1	#	#	#	1	0.030436242647835364	0.49736842105263157	1	162.00756446720885	4952	1948	0.5	2976.0181113824037	189	380
#	#	#	#	0	#	0	0.095367431640625	0.625	4	160.6585850980119	4998	2004	0.16666666666666666	15070.065792835421	935	1496
#	1	#	0	0	#	0	0.23622896539435098	0.7493188010899182	2	169.62744899991358	4927	2059	0.5	339.25489799982716	275	367
0	#	#	0	#	1	0	0.23622896539435098	0.7493188010899182	2	155.91302066192088	4977	2059	0.5	311.82604132384176	275	367
#	0	1	#	1	#	1	1.0	1.0	12	168.65458595682964	4952	2072	0.5	2023.8550314819556	365	365
#	0	#	#	1	#	1	0.23299017196734473	0.7472527472527473	6	159.876113101283	4985	2084	0.3333333333333333	13811.466506710702	544	728
#	0	0	1	1	#	0	0.03038679376614524	0.4972067039106145	1	153.42547519824967	4901	2149	0.6666666666666666	2822.9547275946297	89	179
#	1	#	#	#	#	0	0.03113652880545318	0.49963636363636366	2	167.3058473633269	4975	2249	0.16666666666666666	11832.008437130318	687	1375
0	#	1	#	#	0	1	0.2396542205262754	0.7514792899408284	2	158.481260508192	4990	2302	0.5	316.962521016384	254	338
#	1	#	1	1	#	1	0.23485826833109766	0.7484472049689441	4	177.39899552895932	4972	2412	0.5	709.5959821158373	241	322
0	#	#	1	#	0	1	0.23977145097970196	0.7515527950310559	1	163.28809972349967	4989	2429	0.5	163.28809972349967	242	322
#	0	1	0	#	0	1	0.2373046875	0.75	1	145.50485160495685	4990	2430	0.6666666666666666	145.50485160495685	120	160
#	1	#	0	#	0	1	0.0	0.0	1	188.81761832870714	2466	2466	0.5	10680.086114599117	0	318
1	0	#	#	#	1	0	0.03125	0.5	1	159.07853069247804	4948	2477	0.5	2846.117750638079	157	314
0	0	#	#	1	#	0	0.031749191167943516	0.5015873015873016	1	163.76537670942267	4977	2481	0.5	2883.9035875431705	158	315
#	0	1	#	#	1	1	0.2347639755129309	0.7483870967741936	1	161.01324654145708	4944	2510	0.5	161.01324654145708	232	310
#	#	1	#	1	#	1	0.23795914018424638	0.7504132231404959	3	172.92205798767154	4974	2576	0.3333333333333333	518.7661739630146	454	605
#	1	1	#	#	#	1	0.03099088036983762	0.49916805324459235	2	168.94444237013744	4989	2587	0.3333333333333333	12191.616752355418	300	601
1	#	#	#	#	#	1	0.03125	0.5	2	164.9413674946967	4985	2587	0.16666666666666666	11486.884772527661	603	1206
1	0	#	#	1	#	0	0.0	0.0	1	160.11126605144648	2588	2588	0.5	8951.858446943015	0	301
0	#	1	#	0	#	1	0.23863935616512075	0.7508417508417509	2	147.17609056118667	4990	2622	0.5	294.35218112237334	223	297
#	0	1	#	0	#	1	0.03125	0.5	2	146.0205862213953	4990	2622	0.5	10449.977896934204	149	298
#	#	#	1	#	1	1	0.23386155543914458	0.7478108581436077	1	155.82934737901195	4944	2706	0.3333333333333333	155.82934737901195	427	571
0	0	1	#	#	#	0	0.0	0.0	1	152.25706831939243	2750	2750	0.5	8512.728409153813	0	282
#	#	1	#	1	1	1	0.510278638861351	0.8741007194244604	5	174.74011917765387	4974	2768	0.5	873.7005958882694	243	278
#	0	0	#	#	1	0	0.23162780493522572	0.7463768115942029	1	162.1197970930952	4977	2789	0.5	162.1197970930952	206	276
1	#	#	1	1	0	1	0.03125	0.5	1	150.15603452794903	4985	2809	0.6666666666666666	2686.482917431344	68	136
#	1	#	#	#	1	1	0.2373046875	0.75	8	151.90549335808876	4974	2843	0.3333333333333333	22905.430105236977	402	536
0	0	#	0	1	#	0	0.032442611706174254	0.5037593984962406	1	158.63016949628042	4977	2865	0.6666666666666666	2733.7657249682597	67	133
#	1	#	0	0	1	0	0.030000163240177628	0.4959349593495935	1	136.16790841910364	4875	3019	0.6666666666666666	2537.7127596510913	61	123
0	#	#	1	1	0	1	0.23410655790434154	0.7479674796747967	1	170.03895925220755	4972	3052	0.6666666666666666	170.03895925220755	92	123
#	1	1	0	0	#	0	0.23388536880647912	0.7478260869565218	1	160.25526834785222	4875	3147	0.6666666666666666	160.25526834785222	86	115
#	1	#	1	1	1	1	1.0	1.0	4	192.54884943922002	4890	3155	0.6666666666666666	770.1953977568801	113	113
#	1	1	#	#	1	1	0.2355042050228993	0.7488584474885844	3	159.7186443981475	4974	3227	0.5	479.15593319444247	164	219
0	#	1	0	#	#	1	0.03125	0.5	1	143.32911803238338	4990	3262	0.5	2564.3406765169198	108	216
#	0	1	1	#	1	1	0.22993555425225484	0.7452830188679245	2	180.89031534473838	4944	3280	0.6666666666666666	361.78063068947677	79	106
#	#	1	#	1	0	1	0.09358157525624025	0.6226415094339622	1	171.55757189358877	4952	3292	0.5	171.55757189358877	132	212
1	#	0	#	1	#	1	0.2334895791260084	0.7475728155339806	2	161.6674698611427	4985	3364	0.5	314.16867465285674	154	206
1	#	0	0	#	0	0	0.2373046875	0.75	1	178.54628605410733	4998	3399	0.6666666666666666	178.18285756763416	75	100
#	0	#	0	#	#	0	0.03125	0.5	1	160.5450109819089	4998	3459	0.3333333333333333	2872.3549528836697	193	386
#	0	#	#	0	0	0	0.22691644371591016	0.7433155080213903	1	169.11919366182647	4998	3508	0.5	169.11919366182647	139	187
1	#	1	#	0	1	0	0.03308774113421762	0.5057471264367817	1	144.3612588238756	4931	3611	0.6666666666666666	2439.354144837776	44	87
0	#	#	#	#	0	1	0.03171364174684643	0.5014749262536873	1	167.12549075675088	4990	3646	0.3333333333333333	2946.3741409258487	170	339
1	1	1	0	1	#	0	0.0276204464877974	0.4878048780487805	1	185.15704549082542	4962	3682	0.8333333333333334	3748.0110452584545	20	41
#	0	#	#	1	0	1	0.23977145097970196	0.7515527950310559	3	156.43776326888857	4985	3705	0.5	469.3132898066657	121	161
#	1	1	0	#	#	0	0.23482762478473768	0.7484276729559748	1	163.05514707734548	4975	3723	0.5	163.05514707734548	119	159
#	0	0	#	1	0	1	0.02932159417985371	0.4936708860759494	1	151.36594051410563	4985	3748	0.6666666666666666	2886.236400583184	39	79
#	0	#	#	1	1	1	0.2345517627009267	0.7482517482517482	1	167.52573129662207	4944	3856	0.5	167.52573129662207	107	143
#	#	0	#	1	#	1	0.03125	0.5	1	164.7851371888167	4985	3969	0.3333333333333333	2824.7767998519416	129	258
0	#	#	#	0	#	0	0.03125	0.5	1	159.4474645985356	4957	3990	0.3333333333333333	2852.718448634671	125	250
1	0	#	#	#	#	1	0.03187249039386427	0.5019762845849802	1	162.64186005647574	4985	3992	0.3333333333333333	2853.038604473336	127	253
#	1	1	0	#	1	1	0.03125	0.5	1	149.76255142414462	4974	3995	0.6666666666666666	2679.443002985071	31	62
#	1	1	#	1	1	1	0.21848085858476907	0.7377049180327869	1	179.53676620965857	4974	4014	0.6666666666666666	179.53676620965857	45	61
#	#	1	0	#	1	1	0.08780255698011873	0.6147540983606558	1	150.66787502591438	4974	4014	0.5	150.66787502591438	75	122
#	#	#	#	1	0	1	0.030495204742989977	0.4975609756097561	1	169.44060659590542	4985	4184	0.3333333333333333	2984.2782479452244	102	205
1	1	#	#	#	0	1	0.0	0.0	1	172.8753180351041	4219	4219	0.5	9565.913927762367	0	97
#	0	1	#	#	0	1	0.2373046875	0.75	1	153.77075352342953	4990	4252	0.5	153.77075352342953	69	92
0	#	0	#	#	1	0	0.23299017196734473	0.7472527472527473	3	160.47527165597143	4977	4261	0.5	481.4258149679143	68	91
0	#	0	#	1	1	0	0.24622492641704344	0.7555555555555555	1	165.3685350792765	4977	4273	0.6666666666666666	165.3685350792765	34	45
#	#	0	#	0	#	0	0.23289394275505867	0.7471910112359551	3	167.0745279974548	4998	4287	0.3333333333333333	501.2235839923644	133	178
#	0	0	#	0	#	1	0.0	0.0	1	179.08456890520114	4308	4308	0.5	10012.660260621868	0	87
1	1	#	#	#	1	0	0.0	0.0	1	154.23266753485376	4315	4315	0.5	8623.184624764643	0	85
#	1	1	#	#	0	0	0.2323403299440141	0.7468354430379747	3	174.02665313442623	4975	4361	0.5	522.0799594032787	59	79
#	1	1	#	#	#	0	0.0322985648172567	0.5033112582781457	1	168.9444423701375	4975	4386	0.3333333333333333	2924.502516016486	76	151
1	0	#	#	#	0	1	0.026377506430041154	0.48333333333333334	1	166.44942020649688	4985	4516	0.5	3528.091693337714	29	60
#	1	1	1	1	0	0	0.02094302882090425	0.46153846153846156	1	178.898545664	4937	4553	0.8333333333333334	178.898545664	6	13
