A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0	1	#	0	0	1	0.030750808994854082	0.4983922829581994	6	0	9957	50	0.6666666666666666	0	310	622
#	#	1	0	1	0	1	0.031755652923766926	0.5016077170418006	4	0	9993	51	0.6666666666666666	0	312	622
#	0	#	#	#	0	1	0.03118722380493918	0.4997989545637314	2	0	9993	53	0.3333333333333333	0	1243	2487
1	#	#	1	1	#	1	0.23571800766625567	0.7489943684633951	15	0	9979	56	0.5	0	931	1243
#	#	1	#	1	1	1	0.5134991644090634	0.8752012882447665	22	0	9994	59	0.5	0	1087	1242
1	0	1	0	#	#	1	0.03125	0.5	19	0	9993	60	0.6666666666666666	0	311	622
1	0	0	1	1	0	1	1.0	1.0	35	0	9962	60	1.0	0	155	155
0	0	1	#	#	#	1	1.0	1.0	54	0	9991	62	0.5	0	1242	1242
1	0	#	1	#	#	1	0.03125	0.5	14	0	9975	64	0.5	0	620	1240
0	0	1	0	1	1	1	1.0	1.0	60	0	9991	66	1.0	0	156	156
#	#	1	#	1	#	0	0.0009765625	0.25	1	0	9988	67	0.3333333333333333	0	621	2484
1	0	1	#	1	0	1	1.0	1.0	47	0	9993	68	0.8333333333333334	0	311	311
#	0	1	1	1	1	1	1.0	1.0	51	0	9972	72	0.8333333333333334	0	310	310
#	0	0	1	1	#	1	0.03125	0.5	10	0	9975	72	0.6666666666666666	0	310	620
0	0	1	#	#	0	1	1.0	1.0	39	0	9985	76	0.6666666666666666	0	620	620
0	0	1	#	1	#	1	1.0	1.0	62	0	9991	77	0.6666666666666666	0	620	620
0	0	#	0	1	1	1	0.03125	0.5	8	0	9991	79	0.8333333333333334	0	155	310
#	#	1	1	1	1	1	1.0	1.0	32	0	9974	81	0.6666666666666666	0	619	619
0	#	1	#	#	1	1	0.23698564386842988	0.7497982243744956	14	0	9991	82	0.5	0	929	1239
0	#	1	0	1	0	1	0.03125	0.5	7	0	9985	83	0.8333333333333334	0	155	310
1	0	1	#	1	0	0	0.0	0.0	2	0	85	85	0.8333333333333334	0	0	310
1	0	1	#	#	0	1	0.030998391004202246	0.4991922455573506	16	0	9993	88	0.6666666666666666	0	309	619
0	0	1	0	1	0	0	0.0	0.0	6	0	88	88	1.0	0	0	155
0	0	#	0	1	#	1	0.03125	0.5	8	0	9991	92	0.6666666666666666	0	310	620
0	0	1	1	1	1	1	1.0	1.0	64	0	9936	92	1.0	0	154	154
0	0	1	#	#	1	1	1.0	1.0	51	0	9991	94	0.6666666666666666	0	618	618
#	0	#	#	1	#	1	0.23666642889327236	0.7495961227786753	11	0	9993	94	0.3333333333333333	0	1856	2476
#	0	1	0	1	0	0	0.0	0.0	4	0	96	96	0.8333333333333334	0	0	310
1	#	#	1	#	#	1	0.03125	0.5	5	0	9996	97	0.3333333333333333	0	1239	2478
1	0	1	1	#	#	1	0.030998391004202246	0.4991922455573506	19	0	9972	98	0.6666666666666666	0	309	619
0	#	1	#	#	0	1	0.23698461108654	0.7497975708502024	16	0	9986	102	0.5	0	926	1235
#	0	1	1	1	#	1	1.0	1.0	44	0	9972	105	0.6666666666666666	0	617	617
0	0	1	0	1	#	1	1.0	1.0	53	0	9991	107	0.8333333333333334	0	310	310
#	0	0	1	1	#	0	0.03150324016602539	0.5008077544426495	3	0	9981	109	0.6666666666666666	0	310	619
0	0	1	1	1	#	1	1.0	1.0	68	0	9947	109	0.8333333333333334	0	308	308
#	#	1	1	1	1	0	0.0	0.0	3	0	111	111	0.6666666666666666	0	0	618
0	0	0	1	1	#	1	0.0	0.0	4	0	111	111	0.8333333333333334	0	0	310
#	0	#	0	#	0	1	0.031376518053057835	0.5004042037186742	1	0	9993	115	0.5	0	619	1237
#	0	0	1	#	#	0	0.23698461108654	0.7497975708502024	6	0	9997	117	0.5	0	926	1235
0	#	1	0	#	1	1	0.03125	0.5	7	0	9991	121	0.6666666666666666	0	309	618
0	0	#	1	#	#	1	0.030997578059590174	0.4991896272285251	10	0	9968	122	0.5	0	616	1234
1	0	#	#	1	#	1	1.0	1.0	46	0	9993	122	0.5	0	1235	1235
0	0	#	#	#	#	1	0.03112368650334606	0.49959514170040487	8	0	9991	124	0.3333333333333333	0	1234	2470
1	0	0	#	1	0	1	1.0	1.0	32	0	9989	127	0.8333333333333334	0	309	309
1	0	#	0	1	0	1	1.0	1.0	41	0	9993	133	0.8333333333333334	0	309	309
0	#	1	1	1	1	1	1.0	1.0	49	0	9974	134	0.8333333333333334	0	308	308
0	#	1	0	1	1	1	0.03125	0.5	7	0	9991	136	0.8333333333333334	0	154	308
1	#	1	1	#	1	1	0.2379463980161281	0.7504051863857374	15	0	9996	137	0.6666666666666666	0	463	617
1	#	1	#	1	0	1	0.03125	0.5	11	0	9993	139	0.6666666666666666	0	308	616
0	#	1	#	#	#	1	0.23682372963733628	0.7496957403651116	11	0	9991	140	0.3333333333333333	0	1848	2465
#	#	#	1	1	1	1	0.512908935546875	0.875	18	0	9998	142	0.5	0	1078	1232
#	0	#	1	1	1	1	0.23666228211779275	0.7495934959349594	22	0	9975	144	0.6666666666666666	0	461	615
#	#	#	1	1	1	0	3.0641734096514507e-05	0.12510154346060115	1	0	9981	151	0.5	0	154	1231
1	0	0	#	1	#	1	1.0	1.0	47	0	9989	153	0.6666666666666666	0	616	616
1	#	1	#	1	1	1	1.0	1.0	41	0	9994	154	0.6666666666666666	0	615	615
1	#	1	1	1	1	1	1.0	1.0	45	0	9972	156	0.8333333333333334	0	308	308
#	0	0	#	1	0	1	0.03125	0.5	11	0	9989	156	0.6666666666666666	0	308	616
0	0	#	0	1	0	1	0.03125	0.5	8	0	9985	158	0.8333333333333334	0	154	308
#	0	1	1	#	#	1	0.2363408192072938	0.7493897477624084	19	0	9972	161	0.5	0	921	1229
1	#	0	1	1	0	1	0.03125	0.5	4	0	9962	162	0.8333333333333334	0	154	308
1	#	0	1	1	#	1	0.2373046875	0.75	16	0	9979	162	0.6666666666666666	0	462	616
1	#	1	0	1	0	1	0.031762284157648694	0.501628664495114	10	0	9993	164	0.8333333333333334	0	154	307
1	0	1	1	1	1	1	1.0	1.0	76	0	9972	165	1.0	0	154	154
#	#	1	#	#	#	1	0.095367431640625	0.625	4	0	9996	165	0.16666666666666666	0	3070	4912
1	0	1	#	#	0	0	0.03150489261297729	0.5008130081300813	5	0	9982	166	0.6666666666666666	0	308	615
#	#	1	1	1	#	1	0.51171667912294	0.8745928338762216	17	0	9986	168	0.5	0	1074	1228
#	0	#	0	1	0	1	0.2392402782797962	0.751219512195122	13	0	9993	170	0.6666666666666666	0	462	615
1	0	1	0	1	0	1	1.0	1.0	41	0	9993	170	1.0	0	154	154
1	0	#	#	#	1	1	0.03150530909975769	0.500814332247557	9	0	9980	175	0.5	0	615	1228
1	#	0	#	1	#	1	0.2376266748169234	0.7502034174125305	12	0	9989	179	0.5	0	922	1229
0	#	1	#	1	1	1	0.2385957872120037	0.750814332247557	13	0	9991	180	0.6666666666666666	0	461	614
#	#	0	#	#	#	1	0.007405703916644587	0.37489812550937246	1	0	9998	184	0.16666666666666666	0	1840	4908
1	#	#	1	1	#	0	0.0010006938519732166	0.25122349102773245	4	0	9992	189	0.5	0	308	1226
0	0	#	1	1	#	1	0.03125	0.5	18	0	9947	192	0.6666666666666666	0	306	612
#	#	0	#	1	#	1	0.031186354399960342	0.49979616795760295	3	0	9998	193	0.3333333333333333	0	1226	2453
0	0	1	0	#	#	1	1.0	1.0	51	0	9991	196	0.6666666666666666	0	613	613
0	#	#	1	#	0	1	0.23633767702073097	0.7493877551020408	11	0	9986	197	0.5	0	918	1225
1	0	1	#	1	#	0	0.0	0.0	5	0	197	197	0.6666666666666666	0	0	613
#	1	1	1	1	1	1	1.0	1.0	46	0	9974	200	0.8333333333333334	0	306	306
0	#	1	#	1	1	0	0.0009765625	0.25	2	0	9942	204	0.6666666666666666	0	153	612
#	0	1	1	#	1	1	0.2373046875	0.75	14	0	9972	204	0.6666666666666666	0	459	612
1	0	1	#	1	#	1	1.0	1.0	45	0	9993	205	0.6666666666666666	0	612	612
#	0	1	#	1	1	0	0.0	0.0	4	0	206	206	0.6666666666666666	0	0	612
1	0	#	1	1	0	0	0.0	0.0	2	0	213	213	0.8333333333333334	0	0	306
0	0	#	#	#	0	1	0.03125	0.5	9	0	9985	214	0.5	0	612	1224
1	0	0	#	#	0	1	0.03125	0.5	11	0	9989	220	0.6666666666666666	0	306	612
1	0	1	1	1	#	0	0.0	0.0	4	0	225	225	0.8333333333333334	0	0	305
0	0	1	1	#	#	0	0.0	0.0	5	0	226	226	0.6666666666666666	0	0	610
0	0	1	1	#	#	1	1.0	1.0	44	0	9968	228	0.6666666666666666	0	609	609
#	1	1	1	1	#	1	0.23665808110665365	0.7495908346972177	21	0	9986	235	0.6666666666666666	0	458	611
1	0	#	#	1	0	1	1.0	1.0	34	0	9993	237	0.6666666666666666	0	610	610
1	0	1	1	1	#	1	1.0	1.0	65	0	9972	237	0.8333333333333334	0	305	305
1	0	#	1	1	0	1	1.0	1.0	43	0	9962	243	0.8333333333333334	0	304	304
1	0	1	0	1	#	1	1.0	1.0	58	0	9993	243	0.8333333333333334	0	305	305
#	0	1	1	1	0	1	1.0	1.0	41	0	9947	246	0.8333333333333334	0	304	304
1	0	0	1	#	0	1	0.03125	0.5	9	0	9962	258	0.8333333333333334	0	152	304
0	0	1	#	1	#	0	0.0	0.0	4	0	259	259	0.6666666666666666	0	0	609
0	0	1	1	#	1	1	1.0	1.0	55	0	9968	259	0.8333333333333334	0	304	304
1	0	#	0	1	1	1	1.0	1.0	38	0	9980	264	0.8333333333333334	0	304	304
0	0	1	0	#	1	1	1.0	1.0	36	0	9991	265	0.8333333333333334	0	304	304
0	#	1	1	1	#	1	1.0	1.0	44	0	9986	265	0.6666666666666666	0	608	608
0	0	1	1	1	0	1	1.0	1.0	61	0	9947	268	1.0	0	152	152
1	0	1	#	#	#	1	0.03125	0.5	12	0	9993	269	0.5	0	608	1216
#	0	#	0	1	#	1	0.2373046875	0.75	13	0	9993	274	0.5	0	912	1216
#	0	#	0	1	1	1	0.23665382478883001	0.7495881383855024	21	0	9991	293	0.6666666666666666	0	455	607
0	0	#	#	1	1	0	0.031508263057441414	0.500823723228995	5	0	9981	295	0.6666666666666666	0	304	607
0	0	#	#	1	1	1	0.030993433244755498	0.49917627677100496	10	0	9991	297	0.6666666666666666	0	303	607
0	#	1	1	#	0	1	1.0	1.0	31	0	9986	299	0.6666666666666666	0	605	605
1	0	0	0	#	0	1	0.031769091625615795	0.5016501650165016	9	0	9989	304	0.8333333333333334	0	152	303
1	0	#	0	1	0	0	0.0	0.0	1	0	308	308	0.8333333333333334	0	0	304
#	0	#	#	1	0	1	0.2382860951239434	0.7506193228736582	13	0	9993	310	0.5	0	909	1211
1	0	#	0	1	#	1	1.0	1.0	59	0	9993	313	0.6666666666666666	0	607	607
1	0	0	1	#	1	1	0.03125	0.5	13	0	9975	313	0.8333333333333334	0	151	302
1	0	#	1	1	#	0	0.0	0.0	5	0	315	315	0.6666666666666666	0	0	604
0	#	1	1	#	#	1	1.0	1.0	49	0	9986	318	0.5	0	1209	1209
#	#	1	1	#	1	1	0.5132120373795319	0.8751033912324235	14	0	9996	319	0.5	0	1058	1209
#	1	1	#	1	1	1	0.23795914018424638	0.7504132231404959	17	0	9994	321	0.6666666666666666	0	454	605
#	0	#	1	1	#	1	0.2373046875	0.75	12	0	9975	324	0.5	0	906	1208
#	0	#	1	1	0	1	0.2373046875	0.75	7	0	9962	325	0.6666666666666666	0	453	604
0	0	#	#	1	#	1	0.03125	0.5	14	0	9991	329	0.5	0	604	1208
1	0	#	#	#	#	1	0.03125	0.5	8	0	9993	335	0.3333333333333333	0	1208	2416
#	1	1	#	#	#	1	0.03125	0.5	1	0	9996	338	0.3333333333333333	0	1208	2416
1	0	1	1	1	0	1	1.0	1.0	49	0	9943	341	1.0	0	151	151
0	0	#	#	1	0	1	0.03125	0.5	12	0	9985	341	0.6666666666666666	0	302	604
1	0	1	#	#	#	0	0.03137988344514986	0.5004149377593361	7	0	9982	354	0.5	0	603	1205
0	#	1	1	#	1	1	1.0	1.0	45	0	9974	360	0.6666666666666666	0	603	603
1	0	1	#	1	1	1	1.0	1.0	80	0	9972	367	0.8333333333333334	0	301	301
#	0	1	1	#	0	1	0.23533699780845443	0.7487520798668885	17	0	9956	373	0.6666666666666666	0	450	601
0	#	1	1	0	1	1	1.0	1.0	29	0	9968	376	0.8333333333333334	0	300	300
0	#	1	#	1	0	1	0.23862158042165266	0.7508305647840532	16	0	9986	379	0.6666666666666666	0	452	602
0	#	#	#	1	0	1	0.03112011655559617	0.4995836802664446	2	0	9986	386	0.5	0	600	1201
1	0	1	0	1	0	0	0.0	0.0	5	0	395	395	1.0	0	0	150
0	0	1	0	#	0	0	0.0	0.0	5	0	398	398	0.8333333333333334	0	0	300
1	#	1	#	#	#	0	0.03125	0.5	2	0	9988	400	0.3333333333333333	0	1200	2400
1	0	#	0	#	#	1	0.03125	0.5	8	0	9993	403	0.5	0	599	1198
1	0	#	1	1	1	1	1.0	1.0	54	0	9975	405	0.8333333333333334	0	300	300
#	1	1	#	1	#	1	0.03125	0.5	7	0	9994	405	0.5	0	600	1200
1	0	#	1	#	1	1	0.03125	0.5	15	0	9975	409	0.6666666666666666	0	300	600
1	#	1	0	1	#	1	0.23863040871033292	0.7508361204013378	7	0	9994	414	0.6666666666666666	0	449	598
0	0	1	#	1	1	0	0.0	0.0	3	0	414	414	0.8333333333333334	0	0	299
1	0	#	1	#	0	1	0.030990018084488324	0.4991652754590985	7	0	9962	425	0.6666666666666666	0	299	599
1	0	#	#	1	1	1	1.0	1.0	57	0	9980	426	0.6666666666666666	0	599	599
1	#	#	0	1	1	1	1.0	1.0	33	0	9994	427	0.6666666666666666	0	598	598
1	0	#	#	#	#	0	0.03111957447261606	0.4995819397993311	3	0	9982	432	0.3333333333333333	0	1195	2392
0	0	1	1	1	1	0	0.0	0.0	5	0	433	433	1.0	0	0	149
0	#	#	0	#	0	1	0.0009724901015906447	0.24979114452798662	3	0	9985	436	0.5	0	299	1197
0	1	#	#	1	1	1	0.03125	0.5	8	0	9998	440	0.6666666666666666	0	299	598
0	0	1	1	0	1	1	1.0	1.0	41	0	9968	445	1.0	0	149	149
0	0	1	1	1	0	0	0.0	0.0	5	0	454	454	1.0	0	0	149
1	0	#	1	1	1	0	0.0	0.0	4	0	456	456	0.8333333333333334	0	0	298
#	#	#	#	1	0	1	0.03125	0.5	2	0	9993	458	0.3333333333333333	0	1192	2384
0	#	1	1	1	0	1	1.0	1.0	29	0	9986	462	0.8333333333333334	0	298	298
#	#	1	1	1	0	1	0.2373046875	0.75	8	0	9986	464	0.6666666666666666	0	447	596
1	#	1	#	#	1	1	0.23763751309632886	0.7502102607232969	19	0	9996	472	0.5	0	892	1189
1	#	#	1	1	0	1	0.030988276181713497	0.4991596638655462	9	0	9962	474	0.6666666666666666	0	297	595
0	1	1	1	1	1	1	1.0	1.0	48	0	9974	477	1.0	0	149	149
1	1	1	1	1	1	1	1.0	1.0	57	0	9955	480	1.0	0	149	149
1	#	1	1	1	#	1	0.23664071285347374	0.7495798319327731	22	0	9972	482	0.6666666666666666	0	446	595
0	0	1	1	#	0	1	1.0	1.0	30	0	9956	489	0.8333333333333334	0	296	296
1	#	#	1	1	1	1	1.0	1.0	33	0	9979	490	0.6666666666666666	0	595	595
1	1	1	1	#	1	1	1.0	1.0	56	0	9996	492	0.8333333333333334	0	297	297
0	#	1	#	1	#	1	0.23863935616512075	0.7508417508417509	14	0	9991	497	0.5	0	892	1188
1	0	1	#	#	1	1	0.03151438089522772	0.5008431703204047	6	0	9972	499	0.6666666666666666	0	297	593
0	0	#	1	1	0	1	0.03125	0.5	11	0	9947	499	0.8333333333333334	0	148	296
#	#	1	1	#	0	1	0.09480635400785903	0.624262847514743	6	0	9986	503	0.5	0	741	1187
0	#	1	1	0	1	0	0.0	0.0	2	0	506	506	0.8333333333333334	0	0	296
0	#	1	1	0	#	1	1.0	1.0	22	0	9968	509	0.6666666666666666	0	592	592
1	#	1	1	1	0	1	0.030727436538013315	0.4983164983164983	6	0	9943	511	0.8333333333333334	0	148	297
1	0	1	0	1	1	1	1.0	1.0	46	0	9939	516	1.0	0	148	148
1	0	0	#	1	#	0	0.0	0.0	5	0	523	523	0.6666666666666666	0	0	592
1	0	0	1	1	1	1	1.0	1.0	29	0	9975	524	1.0	0	148	148
0	0	#	1	1	1	1	0.030723917753199777	0.49830508474576274	20	0	9936	528	0.8333333333333334	0	147	295
1	#	0	#	#	#	1	0.03125	0.5	2	0	9989	528	0.3333333333333333	0	1184	2368
0	#	1	1	#	1	0	0.0	0.0	2	0	532	532	0.6666666666666666	0	0	591
#	0	1	0	1	1	0	0.0	0.0	2	0	536	536	0.8333333333333334	0	0	295
1	0	0	0	1	#	1	1.0	1.0	28	0	9989	540	0.8333333333333334	0	296	296
0	#	#	1	0	#	1	0.23697054972214196	0.7497886728655959	14	0	9976	544	0.5	0	887	1183
1	1	#	1	#	0	1	0.0	0.0	2	0	545	545	0.6666666666666666	0	0	591
1	#	#	#	#	1	1	0.23696998418588563	0.7497883149872989	10	0	9996	547	0.3333333333333333	0	1771	2362
#	#	1	1	0	#	1	0.0952867075622671	0.6248941574936494	7	0	9996	548	0.5	0	738	1181
0	0	1	#	0	1	1	1.0	1.0	35	0	9968	549	0.8333333333333334	0	295	295
1	1	#	1	#	1	1	1.0	1.0	46	0	9996	553	0.6666666666666666	0	590	590
1	0	1	1	#	0	1	0.030723917753199777	0.49830508474576274	9	0	9943	557	0.8333333333333334	0	147	295
1	#	1	0	1	1	0	0.0	0.0	3	0	568	568	0.8333333333333334	0	0	295
#	0	#	1	#	#	1	0.03118365182862273	0.4997875053123672	3	0	9975	575	0.3333333333333333	0	1176	2353
0	0	1	#	0	0	1	1.0	1.0	34	0	9957	580	0.8333333333333334	0	294	294
#	#	1	1	#	#	1	0.2373046875	0.75	7	0	9996	588	0.3333333333333333	0	1764	2352
0	#	#	1	1	1	0	0.0009849091394631398	0.2504258943781942	3	0	9981	594	0.6666666666666666	0	147	587
0	0	1	0	0	#	1	1.0	1.0	19	0	9957	601	0.8333333333333334	0	293	293
1	#	1	#	1	#	1	0.23764205549709594	0.7502131287297528	13	0	9994	603	0.5	0	880	1173
#	0	0	1	#	0	1	0.0009765625	0.25	1	0	9962	606	0.6666666666666666	0	147	588
1	#	#	#	1	0	1	0.031383432769077825	0.5004262574595055	5	0	9993	614	0.5	0	587	1173
1	0	0	1	1	1	0	0.0	0.0	6	0	619	619	1.0	0	0	147
0	0	1	#	#	#	0	0.0	0.0	3	0	620	620	0.5	0	0	1171
0	0	#	0	0	#	1	0.030720351259372992	0.49829351535836175	8	0	9957	622	0.6666666666666666	0	292	586
0	#	1	#	0	1	1	0.23595789933723857	0.7491467576791809	18	0	9968	623	0.6666666666666666	0	439	586
1	#	1	0	1	1	1	1.0	1.0	32	0	9994	627	0.8333333333333334	0	293	293
1	0	1	1	1	1	0	0.0	0.0	6	0	627	627	1.0	0	0	147
#	0	0	1	1	0	1	0.03125	0.5	6	0	9962	630	0.8333333333333334	0	146	292
#	0	1	1	1	0	0	0.0	0.0	2	0	631	631	0.8333333333333334	0	0	292
0	0	1	0	0	1	1	1.0	1.0	28	0	9945	641	1.0	0	146	146
0	0	#	1	0	0	0	0.03178692900760871	0.5017064846416383	7	0	9997	645	0.8333333333333334	0	147	293
0	#	1	0	1	1	0	0.03125	0.5	2	0	9942	654	0.8333333333333334	0	146	292
1	0	0	0	1	1	1	1.0	1.0	32	0	9980	658	1.0	0	146	146
#	0	0	1	1	1	1	0.03125	0.5	11	0	9975	661	0.8333333333333334	0	146	292
#	#	1	0	0	#	1	0.007394595680148729	0.3747855917667238	1	0	9957	663	0.5	0	437	1166
1	1	1	1	#	1	0	0.0	0.0	4	0	665	665	0.8333333333333334	0	0	292
0	#	#	0	1	0	1	0.0009765625	0.25	2	0	9985	670	0.6666666666666666	0	146	584
1	0	1	1	#	1	1	0.03125	0.5	11	0	9972	670	0.8333333333333334	0	146	292
1	#	#	#	#	0	1	0.0009807609568318514	0.2502145922746781	1	0	9993	673	0.3333333333333333	0	583	2330
0	#	1	0	#	#	1	0.03125	0.5	7	0	9991	679	0.5	0	582	1164
0	1	#	1	0	1	1	1.0	1.0	41	0	9967	681	0.8333333333333334	0	292	292
#	0	1	0	0	1	1	0.03125	0.5	7	0	9945	686	0.8333333333333334	0	145	290
1	0	0	1	1	0	0	0.0	0.0	8	0	689	689	1.0	0	0	145
0	#	1	0	0	1	1	0.03071673607964869	0.49828178694158076	3	0	9945	696	0.8333333333333334	0	145	291
1	1	#	1	1	1	1	1.0	1.0	55	0	9979	699	0.8333333333333334	0	290	290
#	1	1	1	#	1	1	1.0	1.0	37	0	9996	699	0.6666666666666666	0	581	581
0	0	1	#	1	0	0	0.0	0.0	2	0	701	701	0.8333333333333334	0	0	291
1	1	1	#	1	1	1	1.0	1.0	45	0	9994	701	0.8333333333333334	0	291	291
#	#	#	0	1	#	1	0.03145195968926853	0.5006446067898582	2	0	9994	703	0.3333333333333333	0	1165	2327
0	1	#	#	0	1	1	0.030981991292231545	0.4991394148020654	7	0	9967	706	0.6666666666666666	0	290	581
1	#	0	1	#	1	1	0.2373046875	0.75	15	0	9979	709	0.6666666666666666	0	435	580
1	1	1	1	#	#	1	0.03151986022771822	0.5008605851979346	9	0	9996	711	0.6666666666666666	0	291	581
#	0	1	#	0	1	1	0.03125	0.5	4	0	9968	715	0.6666666666666666	0	290	580
0	#	1	1	0	0	1	1.0	1.0	22	0	9956	718	0.8333333333333334	0	290	290
#	1	1	1	0	#	1	0.23662238580266562	0.7495682210708118	18	0	9996	727	0.6666666666666666	0	434	579
0	0	#	1	#	0	1	0.03098106872590841	0.4991364421416235	5	0	9956	732	0.6666666666666666	0	289	579
0	1	1	1	#	0	1	1.0	1.0	36	0	9986	733	0.8333333333333334	0	289	289
#	1	1	1	0	1	1	1.0	1.0	32	0	9996	742	0.8333333333333334	0	290	290
0	#	1	#	0	0	1	0.23525543650134045	0.7487001733102253	8	0	9957	756	0.6666666666666666	0	432	577
0	#	1	1	0	#	0	0.0	0.0	3	0	756	756	0.6666666666666666	0	0	576
1	#	#	0	1	0	1	0.03179441198245904	0.5017301038062284	8	0	9993	765	0.6666666666666666	0	290	578
1	0	0	0	1	#	0	0.0	0.0	5	0	770	770	0.8333333333333334	0	0	289
0	0	#	1	0	1	1	0.03125	0.5	10	0	9968	779	0.8333333333333334	0	144	288
#	1	#	1	#	0	1	0.031114248684967448	0.4995648389904265	5	0	9986	800	0.5	0	574	1149
#	#	1	1	0	1	1	0.2373046875	0.75	7	0	9996	801	0.6666666666666666	0	432	576
#	1	#	1	1	#	1	0.2366176448591789	0.7495652173913043	14	0	9998	812	0.5	0	862	1150
1	#	#	1	#	0	1	0.0009638580439141817	0.24934612031386225	1	0	9962	815	0.5	0	286	1147
0	#	#	1	0	0	1	0.23592980888821863	0.7491289198606271	7	0	9976	821	0.6666666666666666	0	430	574
0	0	1	1	0	#	1	1.0	1.0	36	0	9968	822	0.8333333333333334	0	286	286
0	0	#	0	#	1	1	0.03125	0.5	6	0	9991	823	0.6666666666666666	0	287	574
1	0	1	#	1	1	0	0.0	0.0	3	0	823	823	0.8333333333333334	0	0	286
0	#	#	1	#	#	0	0.0009851137831499881	0.25043630017452007	3	0	9997	825	0.3333333333333333	0	574	2292
1	1	1	1	1	#	1	0.030709355619777536	0.49825783972125437	15	0	9955	826	0.8333333333333334	0	143	287
#	#	#	0	1	0	1	0.007545869562956038	0.37630662020905925	4	0	9993	829	0.5	0	432	1148
